,X1,X2,y
14764,-10.17,6.69,0
14765,-17.57,-6.19,0
14766,-1.5,-5.89,0
14767,-6.2,-1.63,1
14768,0.92,3.19,1
14769,-3.83,2.05,0
14770,0.23,-3.31,0
14771,-3.23,2.17,0
14772,10.25,3.33,1
14773,-2.96,2.32,0
14774,6.11,9.18,1
14775,-2.43,5.4,1
14776,0.22,10.55,0
14777,-11.44,-4.58,1
14778,-11.36,3.21,0
14779,9.54,1.93,1
14780,7.05,7.08,1
14781,-3.37,2.63,0
14782,13.3,10.5,1
14783,-18.75,5.52,0
14784,-3.46,-0.95,1
14785,-10.69,-6.82,1
14786,-10.22,-14.95,1
14787,-5.42,-0.81,1
14788,0.19,5.33,1
14789,-12.01,-2.23,0
14790,-5.56,-0.49,1
14791,-2.41,-0.23,1
14792,-0.19,0.91,1
14793,6.87,9.47,1
14794,-2.4,3.73,0
14795,-5.37,-4.38,1
14796,1.3,7.12,0
14797,-5.01,2.01,0
14798,-0.69,-0.05,1
14799,15.84,5.12,1
14800,-5.56,2.52,1
14801,-8.51,6.08,0
14802,2.17,9.02,0
14803,-2.82,3.41,0
14804,-3.94,0.14,1
14805,-3.48,2.1,0
14806,-21.2,2.25,1
14807,3.98,2.85,0
14808,-3.26,2.04,0
14809,0.53,2.84,1
14810,-5.23,5.35,1
14811,0.65,-0.59,1
14812,-3.14,2.26,0
14813,-18.85,-4.62,1
14814,-4.03,1.92,0
14815,-13.35,7.01,1
14816,-0.47,2.54,0
14817,-2.81,2.47,0
14818,-1.74,2.99,0
14819,-18.4,-4.57,0
14820,-0.99,1.82,0
14821,-7.32,-3.89,0
14822,10.13,16.29,1
14823,-3.24,2.01,0
14824,-4.1,2.24,0
14825,-13.57,19.71,1
14826,-2.74,2.08,0
14827,12.1,-0.87,0
14828,12.48,-11.72,1
14829,-1.87,2.55,0
14830,6.53,-13.67,1
14831,-8.93,8.54,0
14832,-3.79,1.37,0
14833,-3.92,1.65,0
14834,-3.26,2.45,0
14835,3.96,-11.1,0
14836,-2.59,6.16,1
14837,6.01,-3.51,1
14838,-2.18,4.98,1
14839,0.17,-0.44,1
14840,7.64,7.65,1
14841,-3.73,2.79,0
14842,-1.21,13.77,1
14843,-4.21,3.14,0
14844,8.74,8.87,0
14845,-7.91,4.56,1
14846,-3.71,2.03,0
14847,4.09,13.62,1
14848,-15.4,-0.84,1
14849,-7.23,0.9,1
14850,-9.7,13.73,1
14851,-3.98,4.0,0
14852,-0.42,4.82,1
14853,-2.67,-2.56,1
14854,-3.13,-1.65,1
14855,-11.3,-8.11,1
14856,2.78,-15.96,1
14857,-17.49,9.54,0
14858,8.99,1.09,1
14859,2.54,-4.67,0
14860,0.83,-17.99,1
14861,-1.34,9.97,0
14862,-2.62,2.37,0
14863,4.49,16.07,0
14864,8.6,12.78,0
14865,-1.81,4.33,1
14866,-2.04,1.24,0
14867,-12.25,0.22,0
14868,-14.12,3.75,1
14869,-5.81,11.56,0
14870,-2.91,2.73,0
14871,-17.84,-2.21,0
14872,-14.97,1.4,1
14873,-1.17,2.45,0
14874,1.97,-2.58,0
14875,2.49,6.33,0
14876,-2.84,1.9,0
14877,-3.06,5.74,1
14878,9.26,1.57,1
14879,-5.05,-0.0,1
14880,-1.51,5.4,1
14881,3.51,15.64,0
14882,-3.97,2.87,0
14883,-3.41,0.94,0
14884,-3.94,4.22,0
14885,-4.08,2.24,0
14886,-6.04,5.09,1
14887,-14.1,13.53,0
14888,-2.56,3.04,0
14889,-14.67,2.24,1
14890,1.43,10.8,1
14891,4.07,0.97,0
14892,-3.14,2.34,0
14893,-18.87,0.39,0
14894,-1.79,10.87,0
14895,4.19,4.07,0
14896,-2.94,2.76,0
14897,-1.32,6.27,1
14898,-3.42,2.09,0
14899,-3.77,2.01,0
14900,-2.75,1.94,0
14901,16.62,0.84,1
14902,-4.36,22.86,1
14903,-4.0,3.13,0
14904,-2.88,3.03,0
14905,2.48,-2.91,0
14906,-2.51,6.06,1
14907,2.93,7.14,0
14908,-6.9,8.79,0
14909,-10.7,-1.51,0
14910,-2.92,2.03,0
14911,-14.45,9.37,0
14912,-10.78,-12.04,0
14913,-4.03,5.66,1
14914,-10.78,2.24,0
14915,-14.14,-2.25,1
14916,4.23,0.1,0
14917,0.52,18.53,0
14918,-3.86,2.04,0
14919,-3.86,1.89,0
14920,-6.35,3.58,1
14921,-3.31,6.17,1
14922,-14.68,7.78,1
14923,2.22,6.97,0
14924,-3.43,1.6,0
14925,-8.72,10.39,1
14926,-16.3,-1.12,1
14927,-2.32,6.71,1
14928,-3.15,4.18,0
14929,-2.9,22.18,1
14930,-2.32,2.1,0
14931,-8.68,-8.76,1
14932,-2.36,-0.64,1
14933,7.97,4.78,1
14934,-0.87,6.16,1
14935,-9.87,-8.96,1
14936,-2.67,3.05,0
14937,-3.16,2.23,0
14938,-10.26,-2.15,0
14939,-3.44,2.7,0
14940,-2.35,0.95,0
14941,5.42,11.12,1
14942,-8.17,12.79,1
14943,-5.79,4.63,1
14944,-4.44,6.14,1
14945,-3.67,-3.94,0
14946,11.12,7.62,0
14947,-2.66,2.38,0
14948,-3.7,2.01,0
14949,-1.32,0.91,1
14950,-4.85,0.36,0
14951,-3.86,1.82,0
14952,-4.46,1.76,0
14953,-16.22,4.3,1
14954,-2.66,1.79,0
14955,-2.99,2.39,0
14956,-3.2,1.36,0
14957,-2.22,1.24,0
14958,-2.34,3.25,0
14959,-4.08,10.74,0
14960,2.56,13.01,1
14961,1.25,-1.86,0
14962,-12.28,-4.71,1
14963,-3.11,2.0,0
14964,-3.45,2.47,0
14965,-4.93,3.17,0
14966,7.69,10.82,0
14967,-4.68,-5.83,0
14968,-2.86,2.03,0
14969,1.7,-8.01,1
14970,-23.46,-5.35,1
14971,-3.65,2.5,0
14972,-15.86,-13.42,1
14973,-3.92,3.11,0
14974,0.83,-0.71,1
14975,10.15,17.34,1
14976,-2.41,2.23,0
14977,11.43,-3.28,0
14978,-3.73,2.18,0
14979,0.77,2.45,1
14980,-9.95,-1.28,0
14981,-6.62,0.26,1
14982,-7.41,-5.77,0
14983,-4.67,14.94,1
14984,0.9,-0.76,1
14985,-7.42,-4.89,0
14986,9.75,-12.65,1
14987,1.14,4.21,1
14988,-11.99,1.71,0
14989,9.0,-9.65,0
14990,-1.64,13.53,1
14991,2.18,-10.92,1
14992,-3.92,2.81,0
14993,-0.4,3.58,1
14994,-7.65,9.46,0
14995,-2.7,7.11,1
14996,-7.58,-2.72,0
14997,-2.68,0.07,0
14998,-2.45,2.21,0
14999,-3.36,-8.13,1
15000,1.05,-17.82,1
15001,-0.2,0.65,1
15002,-2.73,1.27,0
15003,-18.35,1.51,0
15004,-3.2,2.25,0
15005,-5.26,-1.04,1
15006,-2.92,11.21,0
15007,1.51,17.76,0
15008,9.23,-8.14,0
15009,9.59,1.67,1
15010,-7.15,3.1,1
15011,-9.64,1.55,1
15012,-5.11,-11.32,1
15013,0.14,-1.9,1
15014,-1.84,1.03,0
15015,-6.59,0.07,1
15016,8.08,5.06,1
15017,-0.39,3.71,1
15018,-7.64,2.9,1
15019,12.22,2.8,0
15020,-3.61,1.21,0
15021,-7.42,1.9,1
15022,-15.57,12.79,0
15023,-2.75,2.0,0
15024,-21.91,-6.19,1
15025,2.71,-3.3,0
15026,-5.67,6.64,1
15027,-3.44,1.8,0
15028,-4.72,13.71,1
15029,0.48,1.05,1
15030,-4.2,2.6,0
15031,0.95,-2.09,1
15032,-2.48,1.87,0
15033,-12.72,-0.45,0
15034,-8.69,-3.33,0
15035,0.44,2.6,1
15036,-0.8,-0.96,1
15037,-0.47,13.37,1
15038,-6.83,15.17,0
15039,-5.05,5.95,1
15040,-3.14,2.52,0
15041,-0.71,0.15,1
15042,11.33,-0.42,0
15043,-2.29,-0.66,1
15044,-3.3,2.23,0
15045,-0.76,-0.96,1
15046,-3.93,1.82,0
15047,-3.62,6.8,1
15048,-2.47,-0.13,1
15049,-3.57,1.67,0
15050,4.76,0.82,0
15051,-6.66,6.19,1
15052,-3.78,2.32,0
15053,-17.59,15.8,1
15054,0.31,4.61,1
15055,3.55,1.25,0
15056,-1.72,3.44,1
15057,-2.69,1.47,0
15058,-11.34,-5.72,1
15059,-6.27,-4.96,0
15060,-1.28,4.32,1
15061,-10.07,12.56,1
15062,-3.98,3.42,0
15063,-4.6,14.19,1
15064,-6.43,9.68,0
15065,-1.68,-9.72,1
15066,-11.8,17.7,0
15067,-11.23,-1.28,0
15068,-4.36,14.41,1
15069,-4.97,-2.7,1
15070,-2.18,-4.27,0
15071,-2.99,-5.11,0
15072,-13.86,-0.49,1
15073,-3.27,2.22,0
15074,-3.03,2.39,0
15075,-2.31,0.5,0
15076,-14.23,10.41,1
15077,-0.67,1.32,1
15078,7.77,0.32,1
15079,-6.37,1.82,1
15080,-3.3,2.14,0
15081,-4.34,3.3,0
15082,-11.53,6.13,0
15083,-6.64,-0.02,1
15084,-16.46,12.87,0
15085,-3.19,1.56,0
15086,-2.25,1.44,0
15087,-10.28,12.33,1
15088,-3.14,2.28,0
15089,-17.99,5.37,0
15090,13.75,10.96,1
15091,13.16,4.91,0
15092,12.73,1.49,0
15093,-9.11,5.54,0
15094,-2.4,3.05,0
15095,-3.21,0.95,0
15096,-9.56,-13.37,0
15097,7.13,-11.26,0
15098,-19.2,8.14,0
15099,-1.17,19.1,0
15100,-12.3,1.57,0
15101,-2.77,2.36,0
15102,-7.14,3.57,1
15103,-2.87,-0.94,1
15104,-3.02,-6.15,0
15105,-3.57,3.03,0
15106,10.68,10.32,0
15107,-7.8,4.2,1
15108,-2.02,-5.69,0
15109,-11.19,3.96,0
15110,-19.63,-9.44,1
15111,-3.68,2.25,0
15112,-4.54,1.77,0
15113,-3.52,3.44,0
15114,-3.63,2.99,0
15115,-1.39,-2.2,1
15116,-1.73,-3.53,1
15117,14.78,-7.86,1
15118,2.1,-2.31,0
15119,-4.88,2.99,0
15120,15.64,-5.6,1
15121,-4.47,-2.95,1
15122,4.09,5.45,0
15123,0.75,0.82,1
15124,-9.89,-1.62,0
15125,-18.9,-7.4,1
15126,-5.99,8.95,0
15127,-3.68,2.05,0
15128,-12.1,3.87,0
15129,2.69,-1.49,0
15130,7.19,6.2,1
15131,-2.89,0.66,0
15132,2.59,8.29,0
15133,-3.16,2.15,0
15134,-4.27,1.16,0
15135,-3.37,2.17,0
15136,-3.15,2.17,0
15137,-2.91,1.19,0
15138,3.94,-5.17,1
15139,-3.03,-2.34,1
15140,1.78,9.39,0
15141,-13.06,19.4,1
15142,-3.14,2.37,0
15143,-12.03,-9.52,0
15144,14.69,9.99,1
15145,-2.53,3.08,0
15146,14.66,5.56,1
15147,-6.64,-1.98,1
15148,-4.19,2.9,0
15149,-3.3,2.27,0
15150,-5.41,-4.21,0
15151,-3.01,2.17,0
15152,0.14,-1.26,1
15153,0.6,-0.32,1
15154,1.6,2.39,1
15155,-4.65,-0.96,1
15156,-2.97,1.13,0
15157,4.6,3.74,0
15158,-2.66,1.65,0
15159,3.78,10.28,1
15160,-0.07,1.25,1
15161,-4.71,1.3,1
15162,-3.41,2.27,0
15163,10.46,16.34,1
15164,-3.19,2.2,0
15165,-8.65,7.0,0
15166,-11.93,-0.44,0
15167,15.83,-4.64,1
15168,-2.66,3.29,0
15169,-2.91,-5.79,0
15170,2.61,-7.55,1
15171,-7.28,3.28,1
15172,-3.76,2.11,0
15173,-11.23,-1.1,0
15174,-4.49,2.17,0
15175,-1.08,9.08,0
15176,-4.13,2.94,0
15177,-0.05,-0.72,1
15178,-5.6,3.61,1
15179,-12.8,5.33,1
15180,-1.7,15.04,1
15181,-4.94,5.45,1
15182,1.0,18.84,0
15183,-3.04,3.62,0
15184,-3.39,2.54,0
15185,14.25,3.44,0
15186,-0.72,2.61,1
15187,-0.92,4.22,1
15188,2.45,5.88,0
15189,-8.87,8.29,0
15190,-17.53,-5.83,0
15191,-1.09,3.14,1
15192,-15.62,-0.26,1
15193,0.49,3.11,1
15194,-5.48,0.51,1
15195,-1.74,1.18,0
15196,-13.29,-5.38,1
15197,-3.1,2.13,0
15198,-3.45,0.6,0
15199,-4.27,1.36,0
15200,-17.03,9.28,0
15201,-7.38,3.27,1
15202,0.73,1.72,1
15203,-9.65,-0.97,0
15204,-14.68,13.86,0
15205,-1.65,11.02,0
15206,-6.88,4.26,1
15207,-3.01,6.01,1
15208,-1.13,-4.84,0
15209,-18.26,-1.61,0
15210,-3.72,2.22,0
15211,-10.04,-15.18,1
15212,-11.12,-12.22,0
15213,10.17,-10.38,1
15214,-4.2,6.9,1
15215,-9.15,2.47,1
15216,-9.95,-7.19,1
15217,-8.7,-16.97,1
15218,-3.55,1.86,0
15219,-22.39,3.88,1
15220,-5.12,-5.34,0
15221,-5.38,6.75,1
15222,-14.07,-10.28,0
15223,-13.09,-2.88,1
15224,4.88,1.53,0
15225,-5.31,-2.29,1
15226,-15.06,12.01,0
15227,4.09,3.01,0
15228,-3.24,2.91,0
15229,5.07,-12.99,0
15230,-10.53,4.65,0
15231,-0.18,1.47,1
15232,-3.21,3.27,0
15233,-18.11,6.65,0
15234,-6.97,2.83,1
15235,-4.11,2.66,0
15236,-6.91,-4.33,0
15237,4.79,-0.99,0
15238,18.55,2.12,1
15239,-3.48,2.28,0
15240,2.47,5.11,1
15241,-20.3,-0.01,0
15242,-3.03,9.42,0
15243,2.93,5.92,0
15244,-3.47,2.11,0
15245,-3.14,2.26,0
15246,13.09,5.04,0
15247,8.32,-16.6,1
15248,13.7,-11.43,1
15249,-21.18,-4.06,1
15250,-2.21,6.21,1
15251,-4.18,3.74,0
15252,-0.72,0.65,1
15253,10.38,3.05,1
15254,-3.2,2.2,0
15255,10.95,-11.18,1
15256,-0.69,-0.24,1
15257,-6.88,-6.39,0
15258,5.66,2.2,0
15259,-7.5,13.33,1
15260,-3.22,2.21,0
15261,-3.33,1.81,0
15262,-3.62,2.69,0
15263,-2.58,2.2,0
15264,-3.25,2.72,0
15265,-8.13,-7.31,1
15266,-2.96,1.74,0
15267,-3.56,1.22,0
15268,-7.42,8.79,0
15269,-4.89,3.85,1
15270,-3.45,2.36,0
15271,-17.25,-5.53,0
15272,-5.46,9.31,0
15273,-3.56,2.73,0
15274,6.02,5.57,0
15275,-19.85,-1.88,0
15276,-12.56,1.85,0
15277,-8.74,7.49,0
15278,6.23,15.85,0
15279,-0.07,13.27,1
15280,-12.64,-3.74,1
15281,-2.46,2.95,0
15282,-1.17,-1.52,1
15283,-8.15,14.96,1
15284,1.73,-5.38,0
15285,11.39,10.4,0
15286,-6.02,14.02,1
15287,-6.58,10.42,0
15288,-7.95,-4.17,0
15289,-3.66,1.73,0
15290,-7.29,2.03,1
15291,-2.69,2.11,0
15292,-10.74,3.88,0
15293,-0.1,-0.97,1
15294,5.3,-1.81,0
15295,-4.65,-7.29,1
15296,5.19,-11.81,0
15297,8.31,0.48,1
15298,-3.26,1.98,0
15299,-3.24,2.04,0
15300,13.88,5.4,0
15301,-6.79,3.54,1
15302,-0.4,9.94,0
15303,11.66,6.86,0
15304,-0.17,-0.4,1
15305,-3.48,11.44,0
15306,-1.36,6.22,1
15307,-4.77,6.21,1
15308,-3.34,1.81,0
15309,1.32,5.19,1
15310,-1.01,4.14,1
15311,-4.55,-17.08,1
15312,-0.82,13.39,1
15313,4.43,-3.2,0
15314,-0.59,8.18,0
15315,-0.12,-11.98,0
15316,1.17,0.1,1
15317,2.29,8.5,0
15318,-3.07,2.8,0
15319,-18.25,7.58,0
15320,-14.35,-1.22,1
15321,-3.13,3.04,0
15322,-2.51,-0.94,1
15323,-8.68,-3.19,0
15324,8.22,1.11,1
15325,7.64,-16.35,1
15326,0.81,-4.23,0
15327,-10.0,-17.98,1
15328,-3.62,0.99,0
15329,-0.88,7.53,0
15330,-6.53,18.58,0
15331,8.27,-9.94,0
15332,-3.98,2.36,0
15333,-2.36,1.56,0
15334,-2.09,5.32,1
15335,5.54,19.36,1
15336,-0.07,8.62,0
15337,-15.61,11.96,0
15338,0.49,-5.94,0
15339,-3.1,-8.92,1
15340,-13.71,0.27,0
15341,-2.1,0.42,0
15342,-6.85,-2.61,1
15343,14.94,11.67,1
15344,-6.27,5.02,1
15345,-6.42,1.03,1
15346,7.4,14.13,0
15347,-4.29,5.19,1
15348,-1.69,1.7,0
15349,7.75,5.87,1
15350,-3.33,1.51,0
15351,12.72,-4.03,0
15352,13.13,0.81,0
15353,-6.0,3.74,1
15354,-13.67,-10.05,0
15355,12.91,-6.54,1
15356,0.26,-5.3,0
15357,-3.37,5.72,1
15358,-1.07,-2.9,1
15359,-7.56,-3.21,0
15360,-2.73,2.43,0
15361,-6.43,-5.6,0
15362,-7.49,2.38,1
15363,-2.58,2.5,0
15364,-2.17,-2.41,1
15365,-1.23,6.53,1
15366,14.89,4.32,0
15367,-3.39,2.13,0
15368,-4.4,3.0,0
15369,-0.52,-3.91,0
15370,-2.64,1.98,0
15371,-3.28,2.17,0
15372,-2.37,14.43,1
15373,-15.63,-11.9,1
15374,-9.25,7.43,0
15375,-5.29,-9.47,1
15376,2.07,11.9,1
15377,-2.91,2.14,0
15378,-2.06,-0.06,1
15379,2.12,-4.29,0
15380,0.9,4.46,1
15381,-16.62,-12.14,1
15382,-1.91,5.66,1
15383,-2.7,1.35,0
15384,-1.2,4.24,1
15385,-9.4,8.02,0
15386,4.94,1.71,0
15387,-3.18,2.2,0
15388,-6.52,4.34,1
15389,-4.53,6.06,1
15390,3.06,4.31,0
15391,-2.94,1.85,0
15392,-6.78,3.81,1
15393,19.0,4.79,1
15394,-5.43,4.75,1
15395,-11.11,-1.73,1
15396,-1.48,-0.29,0
15397,1.81,-5.38,0
15398,0.23,-1.48,1
15399,-5.74,2.54,0
15400,-2.31,1.86,0
15401,-3.16,2.08,0
15402,-1.95,2.26,0
15403,-2.85,2.52,0
15404,-3.15,2.25,0
15405,-18.91,12.94,1
15406,-3.77,-1.28,1
15407,-9.64,-9.49,1
15408,-1.31,6.04,1
15409,0.43,-1.22,1
15410,-19.36,-1.69,0
15411,-1.38,0.7,1
15412,-2.71,2.68,0
15413,-3.86,2.66,0
15414,-10.18,2.64,0
15415,-2.96,1.27,0
15416,-14.34,-6.67,1
15417,-10.9,3.58,0
15418,-9.74,-13.39,0
15419,-1.73,-3.83,0
15420,-3.37,1.94,0
15421,-2.95,2.87,0
15422,-1.74,3.28,0
15423,-1.45,1.68,1
15424,-2.86,-5.33,0
15425,-8.63,-9.47,1
15426,-3.96,9.46,0
15427,7.57,7.53,1
15428,-8.01,7.91,0
15429,-3.54,2.38,0
15430,-1.64,-5.31,0
15431,-6.72,2.41,1
15432,-3.37,1.99,0
15433,-0.83,1.63,1
15434,-4.13,2.63,0
15435,-0.75,-0.67,1
15436,-1.93,17.86,0
15437,-12.51,-15.67,1
15438,-1.33,3.59,1
15439,-5.07,6.75,1
15440,7.96,-2.65,1
15441,-0.84,3.58,1
15442,-0.63,7.4,1
15443,1.53,2.7,1
15444,-3.83,8.14,0
15445,-1.62,6.34,1
15446,-3.25,2.12,0
15447,-1.77,5.98,1
15448,-5.72,-5.88,0
15449,-7.32,-5.67,0
15450,9.21,16.4,1
15451,-4.89,-0.82,1
15452,2.87,12.75,1
15453,-8.72,-7.4,1
15454,9.05,7.24,1
15455,-3.2,2.2,0
15456,-6.15,5.79,1
15457,0.9,-13.46,0
15458,0.81,-1.7,0
15459,-3.38,2.34,0
15460,-5.39,14.05,1
15461,-1.28,8.32,0
15462,-7.42,0.9,1
15463,7.22,7.93,1
15464,1.3,2.04,1
15465,-2.57,2.62,0
15466,13.63,9.1,0
15467,-10.92,-10.44,0
15468,-0.33,0.81,1
15469,-3.15,2.26,0
15470,-0.53,1.94,1
15471,-7.78,10.39,0
15472,-9.35,-3.39,0
15473,3.02,5.54,0
15474,-10.84,10.17,1
15475,-10.51,4.1,0
15476,-13.42,-2.18,1
15477,2.61,-6.79,1
15478,-4.88,1.32,0
15479,-12.16,-0.86,0
15480,-3.23,2.65,0
15481,17.27,6.54,1
15482,-3.31,20.27,1
15483,-17.11,9.28,0
15484,-3.76,1.69,0
15485,-3.19,2.21,0
15486,-2.3,0.27,1
15487,-11.2,-5.46,0
15488,10.57,-6.01,0
15489,-3.84,1.84,0
15490,6.9,5.38,0
15491,15.66,-1.41,1
15492,-7.94,-3.42,0
15493,-3.77,1.53,0
15494,-3.15,2.16,0
15495,11.19,13.24,1
15496,-1.14,-0.68,1
15497,8.8,0.15,1
15498,-14.2,3.64,1
15499,2.79,6.38,0
15500,-10.58,17.58,0
15501,-0.66,22.46,1
15502,13.9,-6.21,1
15503,-3.06,2.23,0
15504,-9.34,22.29,1
15505,-1.43,13.25,1
15506,-12.26,-6.66,1
15507,-16.72,18.26,1
15508,-2.36,13.93,1
15509,-3.31,2.01,0
15510,-4.48,-9.94,1
15511,-2.19,2.09,0
15512,3.95,1.38,0
15513,-2.35,1.76,0
15514,-2.58,1.44,0
15515,-2.45,2.75,0
15516,3.83,2.91,0
15517,-0.9,7.27,1
15518,3.97,4.88,0
15519,-13.03,-6.68,1
15520,4.63,0.16,0
15521,-2.98,5.58,1
15522,-9.99,10.47,1
15523,-7.05,-0.59,1
15524,-2.58,3.81,0
15525,12.77,2.34,0
15526,4.27,-0.0,0
15527,-7.4,-2.96,0
15528,-7.49,1.31,1
15529,-10.08,-2.42,0
15530,-9.1,-3.56,0
15531,-1.91,-5.74,0
15532,-18.13,-2.01,0
15533,-2.99,2.23,0
15534,-16.93,3.07,1
15535,-3.21,2.22,0
15536,-4.29,2.35,0
15537,-12.19,19.4,1
15538,-8.08,-18.29,1
15539,-2.83,-0.45,1
15540,-2.15,3.17,0
15541,-2.95,2.43,0
15542,-2.39,7.41,1
15543,-3.29,1.95,0
15544,-3.62,-1.03,1
15545,-19.8,-9.54,1
15546,-3.83,2.04,0
15547,-9.72,5.82,0
15548,-1.5,1.8,0
15549,-0.18,0.43,1
15550,-8.31,-0.32,1
15551,-3.32,2.2,0
15552,-9.39,3.94,0
15553,-3.14,-0.95,1
15554,1.34,3.54,1
15555,-3.19,2.61,0
15556,14.01,2.22,0
15557,15.37,12.73,1
15558,-7.12,5.96,1
15559,-19.91,4.5,0
15560,-23.94,-1.23,1
15561,-7.39,4.01,1
15562,2.83,-1.46,0
15563,8.52,-14.1,1
15564,-0.1,-2.25,1
15565,-4.06,10.63,0
15566,3.1,-1.19,0
15567,-3.38,4.8,1
15568,-11.37,9.8,1
15569,-5.31,-2.15,1
15570,-18.9,-8.07,1
15571,-3.27,1.72,0
15572,-0.41,3.46,1
15573,-3.33,2.7,0
15574,7.08,19.15,1
15575,-2.22,-4.35,0
15576,-7.98,-3.89,0
15577,-1.82,-5.39,0
15578,-4.65,2.15,0
15579,0.3,6.62,1
15580,-0.77,2.84,1
15581,-2.62,2.39,0
15582,-8.61,-0.71,0
15583,7.11,5.82,1
15584,-3.77,0.74,0
15585,-2.38,1.76,0
15586,-18.3,14.95,1
15587,-2.23,2.17,0
15588,-3.3,1.61,0
15589,3.52,9.05,0
15590,-14.82,5.77,1
15591,12.64,2.78,0
15592,-2.66,2.46,0
15593,-3.11,3.25,0
15594,1.28,1.87,1
15595,1.87,7.99,0
15596,-1.77,0.31,0
15597,-7.09,11.91,1
15598,-2.76,1.44,0
15599,-7.18,1.17,1
15600,-3.22,2.86,0
15601,-20.58,6.51,0
15602,-2.88,2.58,0
15603,-8.0,-17.58,1
15604,0.42,4.64,1
15605,9.52,9.96,0
15606,0.79,-2.33,0
15607,-3.27,2.83,0
15608,-3.24,-4.87,0
15609,-23.52,4.27,1
15610,-2.54,1.72,0
15611,-14.53,-0.68,1
15612,-5.58,-0.43,1
15613,-3.98,1.64,0
15614,-2.7,2.16,0
15615,-3.41,3.21,0
15616,-9.27,-2.79,0
15617,-3.41,2.2,0
15618,8.24,3.16,1
15619,-10.38,7.12,0
15620,-3.21,10.19,0
15621,-3.37,1.97,0
15622,-3.73,-0.84,1
15623,-2.87,1.4,0
15624,1.99,-16.78,1
15625,2.91,-8.17,1
15626,-4.54,7.89,1
15627,-3.59,2.72,0
15628,-5.3,-1.9,1
15629,3.11,5.16,0
15630,-8.99,2.89,1
15631,-1.69,1.48,1
15632,-4.82,13.71,1
15633,-2.75,1.91,0
15634,-3.16,-2.4,1
15635,11.54,4.35,0
15636,-3.11,2.26,0
15637,-3.48,1.59,0
15638,-1.19,-16.84,1
15639,-1.7,13.52,1
15640,-1.73,-1.38,1
15641,1.32,3.91,1
15642,-6.7,2.15,1
15643,-4.98,7.72,1
15644,1.37,-6.14,0
15645,-3.09,2.59,0
15646,-4.13,8.89,0
15647,-3.06,2.06,0
15648,-2.21,5.76,1
15649,-14.12,4.67,1
15650,-23.48,2.54,1
15651,-3.28,2.16,0
15652,-3.03,2.92,0
15653,-4.28,0.46,0
15654,-3.58,1.88,0
15655,0.71,1.27,1
15656,-6.45,0.86,1
15657,-5.76,-1.15,1
15658,3.64,-2.45,0
15659,-2.92,2.33,0
15660,-5.51,6.78,1
15661,-8.63,-4.85,0
15662,-5.39,5.26,1
15663,-18.5,-6.2,0
15664,3.56,-2.61,0
15665,-1.94,2.63,0
15666,-19.06,-2.97,0
15667,-2.68,2.61,0
15668,-2.06,-1.22,1
15669,2.28,-0.51,1
15670,-3.02,3.46,0
15671,14.99,-6.83,1
15672,-3.33,5.04,1
15673,-0.86,5.66,1
15674,-11.05,13.69,1
15675,-22.58,5.56,1
15676,-16.3,-11.74,1
15677,-4.32,-4.45,0
15678,-22.66,4.35,1
15679,-4.45,2.34,0
15680,-1.84,-2.59,1
15681,-15.19,-9.18,0
15682,-16.06,-5.14,0
15683,-13.87,2.35,1
15684,-12.22,4.45,0
15685,-5.21,0.46,1
15686,1.56,5.53,1
15687,-7.17,9.86,0
15688,-1.22,-1.67,1
15689,-2.38,2.6,0
15690,2.7,8.6,0
15691,1.58,16.89,0
15692,-4.6,5.88,1
15693,10.0,8.79,0
15694,-4.64,-5.21,0
15695,-5.01,5.16,1
15696,8.52,0.83,1
15697,2.76,5.02,1
15698,-3.22,2.22,0
15699,-10.82,0.6,0
15700,-2.31,-0.63,1
15701,-5.53,-4.76,0
15702,-1.93,3.35,0
15703,-3.23,2.2,0
15704,-3.58,2.87,0
15705,-8.04,-2.39,0
15706,-7.13,12.42,1
15707,-16.29,2.46,1
15708,6.26,-11.6,0
15709,7.89,7.25,1
15710,-3.2,2.44,0
15711,1.72,11.45,0
15712,-3.79,2.49,0
15713,-8.71,-8.56,1
15714,-3.97,9.12,0
15715,-2.88,1.69,0
15716,-5.58,15.35,1
15717,-0.89,5.2,1
15718,-3.08,2.27,0
15719,5.48,-5.99,1
15720,-4.61,14.71,1
15721,-4.59,-0.35,1
15722,-2.49,-1.61,1
15723,0.14,3.67,1
15724,-0.6,1.71,1
15725,-0.85,-0.85,1
15726,-12.44,2.77,0
15727,-1.67,-2.65,1
15728,-2.03,-1.98,1
15729,-13.54,14.06,0
15730,-6.73,-5.85,0
15731,-3.41,2.46,0
15732,-1.69,-2.8,0
15733,-3.24,-1.81,1
15734,-0.2,-6.85,1
15735,-3.82,2.3,0
15736,7.89,0.47,0
15737,6.16,2.14,0
15738,-5.87,-1.32,1
15739,6.23,8.75,1
15740,-10.65,6.31,0
15741,-0.79,-11.35,1
15742,5.29,-7.65,1
15743,-8.71,-8.72,1
15744,-3.68,1.32,0
15745,0.07,-9.04,1
15746,-3.92,1.75,0
15747,-18.6,5.71,0
15748,2.01,6.59,0
15749,-3.2,2.11,0
15750,-7.7,-1.42,1
15751,-9.55,13.87,1
15752,-12.9,16.05,0
15753,11.95,6.17,0
15754,-1.85,-13.31,0
15755,-5.14,1.55,0
15756,1.48,13.95,1
15757,-6.24,4.63,1
15758,-3.4,2.11,0
